codigo de barras;descripcion;pesos;unidades;utilidad;procentaje;acumulado;tipo
7793620000699 ;DAYS KOTEX NOCT EXTSUA 8 U; 23 ; 2 ; 9 ;0,00%;#°REF!;
7794626002137 ;DAYS SENS ULTRAFINAS 8UN.; 19 ; 2 ; 7 ;0,00%;#°REF!;
7790691027952 ;DAYS VASO DOKI; 26 ; 2 ; 11 ;0,00%;#°REF!;
;DAYS VASO SORBETE ESPIRAL BEN 10 NUEVO; 61 ; 2 ; 18 ;0,00%;#°REF!;
;DAYS VASO SORBETE SAPO PEPE; 56 ; 2 ; 21 ;0,00%;#°REF!;
7791293006154 ;DEO.DOVE AP.AERO.ENER.DRY 150M; 40 ; 2 ; 13 ;0,00%;#°REF!;
7702018023813 ;DEO.GILLETTE BARRA I.S.C.50G; 40 ; 2 ; 40 ;0,00%;#°REF!;
7798038316110 ;DISPITA CUNERO SONAJERO; 74 ; 2 ; 20 ;0,00%;#°REF!;
7798038312686 ;DISPITA MAMADERA AGUJERITO; 54 ; 2 ; 22 ;0,00%;#°REF!;
7798038312679 ;DISPITA MAMADERA DL ESTAMP; 50 ; 2 ; 20 ;0,00%;#°REF!;
7798038310965 ;DISPITA VASO DECO DOBLE ASA CON SORBITO; 34 ; 2 ; 15 ;0,00%;#°REF!;
7613032864545 ;DOLCA MAKACCINO X 160G; 34 ; 2 ; 10 ;0,00%;#°REF!;
7798156210277 ;DON RICARDO ACEITUNAS 1 X 1K; 46 ; 2 ; 16 ;0,00%;#°REF!;
7798156210383 ;DON RICARDO ACEITUNAS RELLENAS X 500 G; 37 ; 2 ; 12 ;0,00%;#°REF!;
7798156210680 ;DON RICARDO MORRONES X 1K; 57 ; 2 ; 18 ;0,00%;#°REF!;
7795293108108 ;DON YEYO TORTELLETIS CARNE Y JAMON X 500; 30 ; 2 ; 9 ;0,00%;#°REF!;
7891150013780 ;DOVE TRAT TERAP X 350; 60 ; 2 ; 23 ;0,00%;#°REF!;
7798045213228 ;DUFOUR DEO + COLOG FEVER; 113 ; 2 ; 38 ;0,00%;#°REF!;
7793046001041 ;DULCOR LATA BATATA X 700G.; 33 ; 2 ; 11 ;0,00%;#°REF!;
7793046008491 ;DULCOR MERMELADA FRUTILLA X 454 G; 16 ; 2 ; 4 ;0,00%;#°REF!;
7794600007530 ;DUQUESA TOM AND JERRY X 115 G; 9 ; 2 ; 2 ;0,00%;#°REF!;
7899026418820 ;ELVIVE ACON VOLUME - CONTR X 200 ML; 34 ; 2 ; 12 ;0,00%;#°REF!;
7899026412590 ;ELVIVE ACOND CITRUS.CR X 200 ML; 31 ; 2 ; 10 ;0,00%;#°REF!;
7899026409736 ;ELVIVE ACOND HIDRA-CURL X 200 ML; 33 ; 2 ; 11 ;0,00%;#°REF!;
7899026457256 ;ELVIVE ACOND RENUTRICION 200ML; 31 ; 2 ; 14 ;0,00%;#°REF!;
7899026469211 ;ELVIVE SH RIZOS HIDRA.200ML; 34 ; 2 ; 16 ;0,00%;#°REF!;
3086126612041 ;ENCENDEDOR ELECTRONIC BX7; 10 ; 2 ; 3 ;0,00%;#°REF!;
;ENSALADERA 25CM; 36 ; 2 ; 18 ;0,00%;#°REF!;
;ENV DAMAJUANA; 20 ; 2 ; 20 ;0,00%;#°REF!;
7792129000759 ;EQUALSWEET SOBRES X 100; 29 ; 2 ; 10 ;0,00%;#°REF!;
7792129002395 ;EQUALSWEET SUCRALOSA SOBRE X 50; 25 ; 2 ; 8 ;0,00%;#°REF!;
7791130018029 ;ESPADOL JAB SKINCARE X 90G; 9 ; 2 ; 3 ;0,00%;#°REF!;
7795722054013 ;ESPUMADERA NYLON M/MADERA; 24 ; 2 ; 14 ;0,00%;#°REF!;
7798096051428 ;ESTILO SPA ESPONJA RECT SOFT 142; 17 ; 2 ; 11 ;0,00%;#°REF!;
7798096051084 ;ESTILO SPA ESPONJA REDONDA; 14 ; 2 ; 8 ;0,00%;#°REF!;
7798096059912 ;ESTILO SPA PERF.P/ROPA FRESC. DE JARD X; 33 ; 2 ; 12 ;0,00%;#°REF!;
7622300299637 ;EXPRESS CLASICAS X 108 G; 5 ; 2 ; 1 ;0,00%;#°REF!;
;FELA ARROLLADO DE POLLO X 1; 170 ; 2 ; 76 ;0,00%;#°REF!;
7793762098141 ;FUENTON 28 L; 54 ; 2 ; 21 ;0,00%;#°REF!;
7790950000160 ;GANCIA X 950 CC; 64 ; 2 ; 18 ;0,00%;#°REF!;
7791274190490 ;GEL ALGABO EXTRA BRILLO X 150 G; 16 ; 2 ; 10 ;0,00%;#°REF!;
7622300404451 ;GELATINA ROYAL DURAZ.F/FELIZ 7; 7 ; 2 ; 3 ;0,00%;#°REF!;
7702018013326 ;GILLETTE FOAMY SENSIBLE X 179 ML; 40 ; 2 ; 15 ;0,00%;#°REF!;
3014260274399 ;GILLETTE SERIES GEL P/ AFEITAR X 71 G; 35 ; 2 ; 34 ;0,00%;#°REF!;
7790520989277 ;GLADE DEO ARMONY X 360 CC; 16 ; 2 ; 6 ;0,00%;#°REF!;
7790520989468 ;GLADE SEN. ELEC NECTAR FL FULL; 71 ; 2 ; 29 ;0,00%;#°REF!;
7790520985163 ;GLADE TOQUE COCINA FULL; 28 ; 2 ; 9 ;0,00%;#°REF!;
7790580687502 ;GODET GELATINA MANZANA LIGHT X 30 G; 8 ; 2 ; 2 ;0,00%;#°REF!;
7791078022751 ;GRANIX BOCADITOS 2 SAVADO 180G; 15 ; 2 ; 4 ;0,00%;#°REF!;
7790045800644 ;GRANIX COPOS DE MAIZ CON MIEL X 500 G; 28 ; 2 ; 9 ;0,00%;#°REF!;
7501007496498 ;HEAD & SHOULDERS ACOND A HUMECT. 400 ML; 71 ; 2 ; 28 ;0,00%;#°REF!;
7501006707694 ;HEAD SHOULDERS PREV CAIDA SH X 400 ML; 68 ; 2 ; 25 ;0,00%;#°REF!;
7501006736670 ;HERBAL ESSENCES AC ENCIEND X 355; 27 ; 2 ; 9 ;0,00%;#°REF!;
7506195189634 ;HERBAL ESSENCES SH ENCIENDETE X 355; 28 ; 2 ; 10 ;0,00%;#°REF!;
7791540140679 ;HEREFORD CABERNET MALBEC X 750 CC; 33 ; 2 ; 9 ;0,00%;#°REF!;
7794940000208 ;HILERET SWEET X 100 SOBRES; 26 ; 2 ; 10 ;0,00%;#°REF!;
7794940000192 ;HILERET SWEET X 50 SOBRE; 12 ; 2 ; 3 ;0,00%;#°REF!;
7794940000604 ;HILERET ZUCRA ENDULCORANTE X 50 SOBRES; 16 ; 2 ; 4 ;0,00%;#°REF!;
7794640610424 ;HINDS CREMA ANTI-AGE X 250 ML; 45 ; 2 ; 17 ;0,00%;#°REF!;
7794626002601 ;HUGGIES ACT+CLAS ELLAS G 50; 141 ; 2 ; 37 ;0,00%;#°REF!;
7794626002618 ;HUGGIES ACT+CLAS ELLAS XG 40 U; 145 ; 2 ; 38 ;0,00%;#°REF!;
7794626002588 ;HUGGIES ACT+CLAS ELLOS XXG 40; 166 ; 2 ; 58 ;0,00%;#°REF!;
7794626001093 ;HUGGIES ACTIVE SEC G X 9; 38 ; 2 ; 10 ;0,00%;#°REF!;
7794626923166 ;HUGGIES CLASSIC M X 36; 86 ; 2 ; 26 ;0,00%;#°REF!;
7794626002571 ;HUGGIES ELLOS CLAS+ACT EG 40 U; 146 ; 2 ; 38 ;0,00%;#°REF!;
7794626001642 ;HUGGIES NUEVO PACK 30+30 M; 153 ; 2 ; 47 ;0,00%;#°REF!;
7791293018775 ;IMPULSE VERY PINK 107G; 33 ; 2 ; 9 ;0,00%;#°REF!;
;INDIVIDUALES + POSA VASOS X 4; 36 ; 2 ; 18 ;0,00%;#°REF!;
;JOVIFEL BONZAI MACETA CERAMICA; 41 ; 2 ; 20 ;0,00%;#°REF!;
;JOVIFEL CACEROLA ENL ROSAS 18; 155 ; 2 ; 64 ;0,00%;#°REF!;
;JOVIFEL ESPEJO 6; 38 ; 2 ; 17 ;0,00%;#°REF!;
;JOVIFEL INDIVIDUAL PVC MARRON; 28 ; 2 ; 12 ;0,00%;#°REF!;
;JOVIFEL JARRO ENLOZADO DECO 8; 42 ; 2 ; 19 ;0,00%;#°REF!;
;JOVIFEL SET INDIVIDUAL X 4 BAM; 75 ; 2 ; 35 ;0,00%;#°REF!;
;JOVIFEL TARTERA GRANEADA 24; 30 ; 2 ; 16 ;0,00%;#°REF!;
;JOVIFEL TARTERA HOJAL.DESMO 24; 40 ; 2 ; 18 ;0,00%;#°REF!;
;JOVIFELPAVA ACERO 1.6 L; 178 ; 2 ; 75 ;0,00%;#°REF!;
7790171000338 ;KEKSY HELADO VAINILLA X 100 G; 6 ; 2 ; 2 ;0,00%;#°REF!;
7790520200303 ;KLARO APRESTO AERO X 400 CM; 23 ; 2 ; 7 ;0,00%;#°REF!;
7794000595545 ;KNORR QUICK ARVEJAS X 75 G; 14 ; 2 ;-1 ;0,00%;#°REF!;
7794000595569 ;KNORR QUICK ESPARRAGOS X 75 G; 14 ; 2 ; 4 ;0,00%;#°REF!;
7794000720206 ;KNORR SABORIZ QUESO Y TOM.7.5G; 3 ; 2 ; 1 ;0,00%;#°REF!;
7794000720244 ;KNORR SABORIZ.OLIVA Y ALBA 30G; 11 ; 2 ; 4 ;0,00%;#°REF!;
7794000594449 ;KNORR SALSA BOLOG. 340G.; 13 ; 2 ; 4 ;0,00%;#°REF!;
7798031150599 ;KNORR TALLARIN 500G.; 16 ; 2 ; 5 ;0,00%;#°REF!;
7798088561935 ;KONGO CACHORROS 1.3KG; 45 ; 2 ; 17 ;0,00%;#°REF!;
;KONGO RAZAS PEQUE√ëAS 1.3K; 36 ; 2 ; 11 ;0,00%;#°REF!;
7798045218285 ;KOSIUKO PERFUME ROSE 100ML; 39 ; 2 ; 14 ;0,00%;#°REF!;
7790791000299 ;K-OTHRINA X 500 CC; 58 ; 2 ; 22 ;0,00%;#°REF!;
7790499017575 ;LA BANDA PIMIENTOS MORRONES X 220 G; 20 ; 2 ; 6 ;0,00%;#°REF!;
7793360005107 ;LA CAMPAGNOLA ATUN EN ACEITE X 300 G; 49 ; 2 ; 11 ;0,00%;#°REF!;
7793360005169 ;LA CAMPAGNOLA ATUN NATURAL X 300 G; 49 ; 2 ; 11 ;0,00%;#°REF!;
7793360006159 ;LA CAMPAGNOLA CABALLA EN SALSA X 300 G; 31 ; 2 ; 4 ;0,00%;#°REF!;
7793360006142 ;LA CAMPAGNOLA CABALLA NATURAL X 300 G; 33 ; 2 ; 6 ;0,00%;#°REF!;
7793360002441 ;LA CAMPAGNOLA KETCHUP HOT X 400G; 28 ; 2 ; 8 ;0,00%;#°REF!;
7793360805707 ;LA CAMPAGNOLA MERM FRAMBUESA X 454 G; 29 ; 2 ; 8 ;0,00%;#°REF!;
7798131010182 ;LA MONTEVIDI CHOCO C/SALSA 500; 52 ; 2 ; 16 ;0,00%;#°REF!;
7792855002287 ;LA QUINTANA SIDRA 750ML; 10 ; 2 ; 10 ;0,00%;#°REF!;
;LA SERENISIMA CHUBUT FRACCIONADO X K; 190 ; 2 ; 59 ;0,00%;#°REF!;
7793940681004 ;LA SERENISIMA MOZZARELLA 235G; 34 ; 2 ; 10 ;0,00%;#°REF!;
7790150695159 ;LA VIRGINIA CAPPUCCINO INSTANTANEO X 125; 25 ; 2 ; 8 ;0,00%;#°REF!;
7790150696590 ;LA VIRGINIA CHOCOLINO COPOS GRANIZ. X 12; 13 ; 2 ; 4 ;0,00%;#°REF!;
7790260013058 ;LICOR TRES PLUMAS HUEVO 700ML.; 42 ; 2 ; 12 ;0,00%;#°REF!;
7793620000873 ;LINA NORMAL CON ALAS 16U; 15 ; 2 ; 5 ;0,00%;#°REF!;
7891268400014 ;LISTERINE COOL MINT X 250 ML; 38 ; 2 ; 13 ;0,00%;#°REF!;
7891010927400 ;LISTERINE DIENTES Y ENCIAS X 250; 43 ; 2 ; 14 ;0,00%;#°REF!;
7790197160306 ;LOS ARBOLES MALBEC X 700; 54 ; 2 ; 17 ;0,00%;#°REF!;
7791843004920 ;LOS HAROLDOS MALBEC X 750; 53 ; 2 ; 18 ;0,00%;#°REF!;
7791843004982 ;LOS HAROLDOS RESERVA CABER. SUAV X 750; 59 ; 2 ; 24 ;0,00%;#°REF!;
7791843005002 ;LOS HAROLDOS RESERVA MALBEC X 750 CC; 55 ; 2 ; 15 ;0,00%;#°REF!;
7791843003299 ;LOS HAROLDOS SYRAH X 750 CC; 55 ; 2 ; 19 ;0,00%;#°REF!;
7790070316264 ;LUCCHETTI SOPA CHOCLO Y MUNICIONES X 120; 10 ; 2 ; 3 ;0,00%;#°REF!;
7790070315687 ;LUCCHETTI SOPA VEGET.C/DEDALITOS X 115 G; 9 ; 2 ; 3 ;0,00%;#°REF!;
7793015315339 ;LUMILAGRO TERMO DELTA; 137 ; 2 ; 51 ;0,00%;#°REF!;
7790520000125 ;LUSTR.BLEM CREMA JAZMIN 200CM.; 19 ; 2 ; 7 ;0,00%;#°REF!;
7790520988232 ;LYSOFORM CANASTA LIQ; 40 ; 2 ; 15 ;0,00%;#°REF!;
7790520989048 ;LYSOFORM LIMP INOD DESINF X 500 CC; 25 ; 2 ; 8 ;0,00%;#°REF!;
7613032451691 ;MAGGI PURE FINAS HIE X 125G; 18 ; 2 ; 5 ;0,00%;#°REF!;
7506195125540 ;MAGISTRAL ALOE PIEL SENS X 600 ML; 35 ; 2 ; 13 ;0,00%;#°REF!;
;MAMAD. BABELITO HIPO N¬∫1 270; 73 ; 2 ; 26 ;0,00%;#°REF!;
8004200128900 ;MAPA PLISSE GUANTE GRANDE; 38 ; 2 ; 13 ;0,00%;#°REF!;
7797470002872 ;MAROLIO AJIES X 110G.; 26 ; 2 ; 8 ;0,00%;#°REF!;
;MAROLIO CHAMPI√ëONES ENTE.280G; 22 ; 2 ; 7 ;0,00%;#°REF!;
7797470000557 ;MAROLIO JAMON DEL DIABLO X 90G; 9 ; 2 ; 4 ;0,00%;#°REF!;
7797470000441 ;MAROLIO SALSA POMA. 360G; 8 ; 2 ; 2 ;0,00%;#°REF!;
7797470132739 ;MAROLIO VINAGRE VINO X 500; 8 ; 2 ; 2 ;0,00%;#°REF!;
7790230040046 ;MATARAZZO DEDALITOS X 500 G; 17 ; 2 ; 5 ;0,00%;#°REF!;
77922687 ;MENTHO PLUS MIEL X 30.6; 5 ; 2 ; 2 ;0,00%;#°REF!;
7793360822704 ;MERME.BC NAR-DU.390G; 28 ; 2 ; 9 ;0,00%;#°REF!;
7790189000993 ;MICHEL TORINO MERLOT X 700 CC; 52 ; 2 ; 18 ;0,00%;#°REF!;
7791810000146 ;MIEL DE AVEJAS COLMENARES X 350 G; 26 ; 2 ; 9 ;0,00%;#°REF!;
;MIGRAL COMPUESTO X COMP; 5 ; 2 ; 2 ;0,00%;#°REF!;
7896072648133 ;MIL COLORES AZUCAR ROSA; 9 ; 2 ; 3 ;0,00%;#°REF!;
7790580252908 ;MISTER POPS CHUPETINES X 125 G; 12 ; 2 ; 4 ;0,00%;#°REF!;
7790040406803 ;MOGUL CEREAL 200GR; 25 ; 2 ; 7 ;0,00%;#°REF!;
7790520989611 ;MR MUSCULO ADHE CITRI X 3; 10 ; 2 ; 3 ;0,00%;#°REF!;
;MR MUSCULO BA√êO GATILLO X 500; 36 ; 2 ; 12 ;0,00%;#°REF!;
7790520150509 ;MR MUSCULO GEL C/LAV X 500; 23 ; 2 ; 7 ;0,00%;#°REF!;
7790520001085 ;MR MUSCULO GLADE BEBE X 900; 11 ; 2 ; 4 ;0,00%;#°REF!;
7790520001023 ;MR MUSCULO GLADE FLORES SIL X 900; 11 ; 2 ; 4 ;0,00%;#°REF!;
7790520552815 ;MR MUSCULO REP CANAS MARINA; 26 ; 2 ; 9 ;0,00%;#°REF!;
7790520989086 ;MR MUSCULO VID Y MULT X 500; 13 ; 2 ; 4 ;0,00%;#°REF!;
7798061890472 ;NAFTALINA X 150 G; 25 ; 2 ; 13 ;0,00%;#°REF!;
7613032814212 ;NESTUM TRIGO Y MIEL ETAPA 3 X 200 G; 18 ; 2 ; 5 ;0,00%;#°REF!;
4005808837502 ;NIVEA DEO ENERGY FRESH X 150 ML; 33 ; 2 ; 12 ;0,00%;#°REF!;
7791969016012 ;NIVEA DEO FRESH NAT X 150 ML; 29 ; 2 ; 10 ;0,00%;#°REF!;
4005900001108 ;NIVEA DEO HAPPY TIME X 150 ML; 34 ; 2 ; 13 ;0,00%;#°REF!;
4005900036612 ;NIVEA DEO INVIS. PURE AERO 150 M; 37 ; 2 ; 12 ;0,00%;#°REF!;
7791969028831 ;NIVEA DESOD AQUA COOL X 150 ML; 30 ; 2 ; 10 ;0,00%;#°REF!;
4005808257706 ;NIVEA ROLLON ENERGY X 50 ML; 17 ; 2 ; 6 ;0,00%;#°REF!;
7792798007004 ;NORTE LATA X 354 CC; 12 ; 2 ; 1 ;0,00%;#°REF!;
7702027429583 ;NOSOTRAS TOALLA INV. RAPISEC X 8; 15 ; 2 ; 5 ;0,00%;#°REF!;
;NUVA CONTENEDOR X 1.6 L; 32 ; 2 ; 14 ;0,00%;#°REF!;
7506195128893 ;ORAL B CRE.DENT.LIM.PROF.100G; 31 ; 2 ; 7 ;0,00%;#°REF!;
7506195162866 ;ORAL-B PRO-SALUD 3X70G; 45 ; 2 ; 10 ;0,00%;#°REF!;
;PALADINI BONDIOLA X 1 K; 298 ; 2 ; 129 ;0,00%;#°REF!;
;PALADINI JAMON CRUDO X KG; 603 ; 2 ; 201 ;0,00%;#°REF!;
7790773004185 ;PALILLERO IDEAL 100 UN.; 8 ; 2 ; 3 ;0,00%;#°REF!;
7506295324218 ;PAMPERS BABYSAN MEGA PEQ 36; 95 ; 2 ; 30 ;0,00%;#°REF!;
7501065919274 ;PAMPERS BABYSAN X 40 P; 91 ; 2 ; 27 ;0,00%;#°REF!;
7506295324256 ;PAMPERS BABYSEC M 66; 183 ; 2 ; 45 ;0,00%;#°REF!;
7501006740219 ;PANTENE RESTAURACION X 300 ML; 57 ; 2 ; 18 ;0,00%;#°REF!;
7797470127636 ;PATRICIA ALLEN HISOPO X 100 UNDS; 14 ; 2 ; 5 ;0,00%;#°REF!;
7790670000372 ;PATY ESTILO CRIOLLO X 400 G; 58 ; 2 ; 22 ;0,00%;#°REF!;
7792319698773 ;PERDRIEL CHARDONNAY X 750; 40 ; 2 ; 6 ;0,00%;#°REF!;
7793253060084 ;POETT AUTO EXTR.REP.; 52 ; 2 ; 17 ;0,00%;#°REF!;
7793253099237 ;POETT PERF. P/ TELA SUAV. ALGODON REP. X; 35 ; 2 ; 12 ;0,00%;#°REF!;
7793253098803 ;POETT PERFUME P/ TELA FRES. DE ROCIO X 2; 35 ; 2 ; 12 ;0,00%;#°REF!;
7790070406804 ;PREFERIDO AJO/PEREJIL X 500 G; 15 ; 2 ; 4 ;0,00%;#°REF!;
7791130026031 ;PROCENEX LIMON X 900 ML; 9 ; 2 ; 3 ;0,00%;#°REF!;
7791130026338 ;PROCENEX PINO X 4 LTS; 34 ; 2 ; 10 ;0,00%;#°REF!;
7791130026727 ;PROCENEX PISO AROMA BEBE X 1.8 L; 17 ; 2 ; 5 ;0,00%;#°REF!;
7792170100026 ;QUAKER SALVADO DE AVENA X 250 G; 11 ; 2 ; 3 ;0,00%;#°REF!;
7794000569317 ;QUICK LIGHT ESPARRAGOS X 55 G; 15 ; 2 ;-0 ;0,00%;#°REF!;
7792798007721 ;QUILMES 1890 355ML.; 16 ; 2 ; 4 ;0,00%;#°REF!;
7793253174200 ;QUITAMANCHAS ARCO IRIS 1LT; 19 ; 2 ; 5 ;0,00%;#°REF!;
7790520986771 ;RAID SIST EXTER X 15.6G; 36 ; 2 ; 12 ;0,00%;#°REF!;
7798113110657 ;RANDOM CEP.DENT. INFANT; 17 ; 2 ; 6 ;0,00%;#°REF!;
7798113112422 ;RANDOM CEPILLO BABY L 242; 14 ; 2 ; 6 ;0,00%;#°REF!;
7791293884592 ;REXONA BAMBOO X 175 CM; 28 ; 2 ; 9 ;0,00%;#°REF!;
78924321 ;REXONA CRYSTAL ROLLON X 50 ML; 20 ; 2 ; 7 ;0,00%;#°REF!;
7791293005492 ;REXONA MEN ADVENTURE PACK; 53 ; 2 ; 18 ;0,00%;#°REF!;
78927223 ;REXONA MEN ADVENTURE X 50; 21 ; 2 ; 8 ;0,00%;#°REF!;
7791293990613 ;REXONA MEN SENSITIVE ANT X 105G; 35 ; 2 ; 12 ;0,00%;#°REF!;
7791293990620 ;REXONA MEN SPORTFAN NUEVO X 175ML; 35 ; 2 ; 12 ;0,00%;#°REF!;
7791293521480 ;REXONA MEN ULTRA GUAR X 113 ML; 22 ; 2 ; 2 ;0,00%;#°REF!;
7790071001121 ;RIERA GRISINES X 160 G; 12 ; 2 ; 3 ;0,00%;#°REF!;
7798053330108 ;RIVOLI FARDO OFERTA X 5 KG; 65 ; 2 ; 17 ;0,00%;#°REF!;
7798061891189 ;ROMYL BALDE X 12 L; 33 ; 2 ; 13 ;0,00%;#°REF!;
7798061891066 ;ROMYL CEPILLO INODORO CON VASO; 46 ; 2 ; 25 ;0,00%;#°REF!;
7798061891240 ;ROMYL ESCOBILLON DE CERDA; 50 ; 2 ; 20 ;0,00%;#°REF!;
7798061894197 ;ROMYL ESCOBILLON LINEA PREMIUM; 42 ; 2 ; 15 ;0,00%;#°REF!;
7794000720251 ;SABORIZ.KNORR NAPOLITANO 30G; 11 ; 2 ; 4 ;0,00%;#°REF!;
7795587005205 ;SACACORCHOS LOEKEMEYER; 66 ; 2 ; 25 ;0,00%;#°REF!;
7795587005250 ;SACACORCHOS MANGO DE MADERA; 26 ; 2 ; 13 ;0,00%;#°REF!;
7793360935909 ;SALSATI SALSA ALBAHACA DP X 340 G; 10 ; 2 ; 2 ;0,00%;#°REF!;
7793360927904 ;SALSATI SALSA FILETO DP X 340 G; 12 ; 2 ; 3 ;0,00%;#°REF!;
7790580412807 ;SELECCION CHOCOLATES ARCOR X 250 G; 61 ; 2 ; 22 ;0,00%;#°REF!;
7896015522322 ;SENSODYNE CREMA DENT.RAP. ALIV; 69 ; 2 ; 23 ;0,00%;#°REF!;
7798065730323 ;SIERRA DE LOS PADRES NAR 1.5 L; 14 ; 2 ; 4 ;0,00%;#°REF!;
7790040656109 ;SONRISAS PICARAS X 84 G; 9 ; 2 ; 2 ;0,00%;#°REF!;
7613033376214 ;SOPA CREMA MAGGI ESPARR.; 8 ; 2 ; 2 ;0,00%;#°REF!;
7613033376849 ;SOPA CREMA MAGGI VERD.65 GRS.; 9 ; 2 ; 2 ;0,00%;#°REF!;
7794000532113 ;SOPA KNORR VERDURAS 38G; 9 ; 2 ; 3 ;0,00%;#°REF!;
7790150696545 ;SOPA POLLO CON ARROZ ALICANTE; 10 ; 2 ; 4 ;0,00%;#°REF!;
7798045211446 ;STONE SESSION DEO EXTR D 168ML; 35 ; 2 ; 12 ;0,00%;#°REF!;
7790040953109 ;TENTECIONES LIMON X 85 G; 14 ; 2 ; 5 ;0,00%;#°REF!;
;TERMO BOMBA N/CUISINE; 380 ; 2 ; 140 ;0,00%;#°REF!;
;TERMO MATE; 66 ; 2 ; 33 ;0,00%;#°REF!;
7622300335090 ;TERRABUSI MINI RHODESIA X 60 G; 10 ; 2 ; 3 ;0,00%;#°REF!;
74182 ;TRAMPA P/LAUCHA; 12 ; 2 ; 4 ;0,00%;#°REF!;
7793253189259 ;TRENET OXI ECONO X 250 CC; 10 ; 2 ; 3 ;0,00%;#°REF!;
;TRES PLUMAS CAFE AL CO√ëAC X 200 ML; 16 ; 2 ; 5 ;0,00%;#°REF!;
7790260013249 ;TRES PLUMAS CHOCOL BLANCO X 700 ML; 42 ; 2 ; 12 ;0,00%;#°REF!;
7790260016011 ;TRES PLUMAS SECO X 930 ML; 42 ; 2 ; 13 ;0,00%;#°REF!;
;UPA LA LA ! CAJA REGALO; 123 ; 2 ; 60 ;0,00%;#°REF!;
;UVASAL SOBRE X 5 G; 5 ; 2 ; 3 ;0,00%;#°REF!;
7501058753441 ;VANISH QUITAMANCHAS SOBR 120G.; 17 ; 2 ; 5 ;0,00%;#°REF!;
7790127000092 ;VANOLI ACEITUNAS X 800 G; 28 ; 2 ; 9 ;0,00%;#°REF!;
7790127000986 ;VANOLI BERENJENAS EN ESCABECHE X 330 G; 48 ; 2 ; 15 ;0,00%;#°REF!;
7790127001471 ;VANOLI CHIMI CHURRI AHUMADO X 190 ML; 16 ; 2 ; 6 ;0,00%;#°REF!;
7790127000849 ;VANOLI CHIMICHURRI 950; 29 ; 2 ; 9 ;0,00%;#°REF!;
7790127000016 ;VANOLI PICKLES X 330 G; 15 ; 2 ; 5 ;0,00%;#°REF!;
7790127000740 ;VANOLI SALSA DE SOJA X 190 ML; 16 ; 2 ; 5 ;0,00%;#°REF!;
7790127001105 ;VANOLI SALSA FILETTO X 360 G; 10 ; 2 ; 3 ;0,00%;#°REF!;
5000292001001 ;VAT 69 WHISKY X 750 CC; 133 ; 2 ; 46 ;0,00%;#°REF!;
7791520007428 ;VERITAS DEO FAM SUAVE X 400 CC; 30 ; 2 ; 11 ;0,00%;#°REF!;
7798062548716 ;VILLA DEL SUR LEVITE MANZANA X 500 CC; 9 ; 2 ; 3 ;0,00%;#°REF!;
7794538000733 ;VILLA RICA AJO TRITURADO X 50 G; 7 ; 2 ; 3 ;0,00%;#°REF!;
7794538000283 ;VILLA RICA CANELA MOLIDA X 25 G; 8 ; 2 ; 3 ;0,00%;#°REF!;
7794538001136 ;VILLA RICA CONDIMENTO PARA AVES X 25 G; 10 ; 2 ; 5 ;0,00%;#°REF!;
7794538000191 ;VILLA RICA MATE COCIDO X 25 G; 8 ; 2 ; 4 ;0,00%;#°REF!;
7794538000405 ;VILLA RICA PIMIENTA NEGRA X 25 G; 7 ; 2 ; 4 ;0,00%;#°REF!;
7791290005563 ;VIM LAV GEL FLORAL 750ML; 31 ; 2 ; 10 ;0,00%;#°REF!;
7792319675774 ;VINO COSECHA TARDIA D.NAT.500M; 38 ; 2 ; 10 ;0,00%;#°REF!;
7791540140693 ;VINO TERMIDOR TINTO DCE.1LT; 17 ; 2 ; 5 ;0,00%;#°REF!;
7794440007066 ;VIRULANA CEPILLO PISOS; 29 ; 2 ; 6 ;0,00%;#°REF!;
7794440002399 ;VIRULANA INOXY X 16 G; 6 ; 2 ; 3 ;0,00%;#°REF!;
7791290003323 ;VIVERE CONCENTRADO EXPLOSION FLOR X 300; 24 ; 2 ; 9 ;0,00%;#°REF!;
7791130011013 ;WOOLITE CLASICO ROPA FINA . X 120 ML; 8 ; 2 ; 3 ;0,00%;#°REF!;
7791130005555 ;WOOLITE ROPA FINA X 450 ML; 28 ; 2 ; 11 ;0,00%;#°REF!;
7791130005760 ;WOOLITE ROPAS NEGRAS X 450 ML; 28 ; 2 ; 9 ;0,00%;#°REF!;
;YESI BOLS MEDIANO; 16 ; 2 ; 6 ;0,00%;#°REF!;
;YESI HERMETICO RECT.3 LTS.; 48 ; 2 ; 23 ;0,00%;#°REF!;
7792579008404 ;YESI VERTEDOR PLASTICO X 250 G; 17 ; 2 ; 7 ;0,00%;#°REF!;
7792579008503 ;YESI VERTEDOR PLASTICO X 500 G; 23 ; 2 ; 11 ;0,00%;#°REF!;
7798077072541 ;ZUKO CERO CITRUS 12 U; 14 ; 2 ; 4 ;0,00%;#°REF!;
7798077072589 ;ZUKO CERO MANGO 12 U; 15 ; 2 ; 5 ;0,00%;#°REF!;
7798077072558 ;ZUKO CERO NARANJA/ANANA 12 U; 13 ; 2 ; 3 ;0,00%;#°REF!;
7791880936185 ;GALLO ARROZ RISOTO 4Q 200G; 14 ; 1 ; 4 ;0,00%;#°REF!;arroz
